Sexo;Comunidades Autónomas;Sábados trabajados al mes;Periodo;Total
Hombres;Cataluña;Uno al mes;2022T2;74,7
Hombres;Cataluña;Uno al mes;2022T1;63
Hombres;Cataluña;Uno al mes;2021T4;75,8
Hombres;Cataluña;Uno al mes;2021T3;75
Hombres;Cataluña;Uno al mes;2021T2;73,1
Hombres;Cataluña;Uno al mes;2021T1;85,4
Hombres;Cataluña;Uno al mes;2020T4;69,1
Hombres;Cataluña;Uno al mes;2020T3;55,9
Hombres;Cataluña;Uno al mes;2020T2;53,4
Hombres;Cataluña;Dos o más al mes;2024T2;310,6
Hombres;Cataluña;Dos o más al mes;2024T1;314,6
Hombres;Cataluña;Dos o más al mes;2023T4;319,6
Hombres;Cataluña;Dos o más al mes;2023T3;324,2
Hombres;Cataluña;Dos o más al mes;2023T2;328
Hombres;Cataluña;Dos o más al mes;2023T1;290,3
Hombres;Cataluña;Dos o más al mes;2022T4;309,6
Hombres;Cataluña;Dos o más al mes;2022T3;334,4
Hombres;Cataluña;Dos o más al mes;2022T2;308,3
Hombres;Cataluña;Dos o más al mes;2022T1;317,6
Hombres;Cataluña;Dos o más al mes;2021T4;307,8
Hombres;Cataluña;Dos o más al mes;2021T3;315,1
Hombres;Cataluña;Dos o más al mes;2021T2;288,9
Hombres;Cataluña;Dos o más al mes;2021T1;243,5
Hombres;Cataluña;Dos o más al mes;2020T4;258,3
Hombres;Cataluña;Dos o más al mes;2020T3;282,6
Hombres;Cataluña;Dos o más al mes;2020T2;239,7
Hombres;Cataluña;Ninguno;2024T2;1,245,20
Hombres;Cataluña;Ninguno;2024T1;1,233,50
Hombres;Cataluña;Ninguno;2023T4;1,227,70
Hombres;Cataluña;Ninguno;2023T3;1,221,20
Hombres;Cataluña;Ninguno;2023T2;1,167,40
Hombres;Cataluña;Ninguno;2023T1;1,150,80
Hombres;Cataluña;Ninguno;2022T4;1,140,20
Hombres;Cataluña;Ninguno;2022T3;1,158,70
Hombres;Cataluña;Ninguno;2022T2;1,154,90
Hombres;Cataluña;Ninguno;2022T1;1,115,50
Hombres;Cataluña;Ninguno;2021T4;1,128,50
Hombres;Cataluña;Ninguno;2021T3;1,118,70
Hombres;Cataluña;Ninguno;2021T2;1,102,10
Hombres;Cataluña;Ninguno;2021T1;1,096,20
Hombres;Cataluña;Ninguno;2020T4;1,036,80
Hombres;Cataluña;Ninguno;2020T3;1,040,70
Hombres;Cataluña;Ninguno;2020T2;1,012,30
Hombres;Cataluña;No sabe;2024T2;45,2
Hombres;Cataluña;No sabe;2024T1;56
Hombres;Cataluña;No sabe;2023T4;45
Hombres;Cataluña;No sabe;2023T3;49,3
Hombres;Cataluña;No sabe;2023T2;40,5
Hombres;Cataluña;No sabe;2023T1;25,7
Hombres;Cataluña;No sabe;2022T4;31,5
Hombres;Cataluña;No sabe;2022T3;39,9
Hombres;Cataluña;No sabe;2022T2;27,7
Hombres;Cataluña;No sabe;2022T1;36,1
Hombres;Cataluña;No sabe;2021T4;26,6
Hombres;Cataluña;No sabe;2021T3;36,3
Hombres;Cataluña;No sabe;2021T2;25,4
Hombres;Cataluña;No sabe;2021T1;22,1
Hombres;Cataluña;No sabe;2020T4;39,9
Hombres;Cataluña;No sabe;2020T3;35,3
Hombres;Cataluña;No sabe;2020T2;44,5
Hombres;Comunitat Valenciana;Total;2024T2;1,029,90
Hombres;Comunitat Valenciana;Total;2024T1;1,018,70
Hombres;Comunitat Valenciana;Total;2023T4;1,010,50
Hombres;Comunitat Valenciana;Total;2023T3;1,031,60
Hombres;Comunitat Valenciana;Total;2023T2;1,004
Hombres;Comunitat Valenciana;Total;2023T1;1,001,10
Hombres;Comunitat Valenciana;Total;2022T4;1,007,30
Hombres;Comunitat Valenciana;Total;2022T3;994
Hombres;Comunitat Valenciana;Total;2022T2;961,8
Hombres;Comunitat Valenciana;Total;2022T1;944,3
Hombres;Comunitat Valenciana;Total;2021T4;929,6
Hombres;Comunitat Valenciana;Total;2021T3;900,9
Hombres;Comunitat Valenciana;Total;2021T2;898
Hombres;Comunitat Valenciana;Total;2021T1;868,1
Hombres;Comunitat Valenciana;Total;2020T4;881,8
Hombres;Comunitat Valenciana;Total;2020T3;905,3
Hombres;Comunitat Valenciana;Total;2020T2;857,8
Hombres;Comunitat Valenciana;Uno al mes;2024T2;61,6
Hombres;Comunitat Valenciana;Uno al mes;2024T1;59,8
Hombres;Comunitat Valenciana;Uno al mes;2023T4;72,7
Hombres;Comunitat Valenciana;Uno al mes;2023T3;67,4
Hombres;Comunitat Valenciana;Uno al mes;2023T2;56,9
Hombres;Comunitat Valenciana;Uno al mes;2023T1;60,5
Hombres;Comunitat Valenciana;Uno al mes;2022T4;60,8
Hombres;Comunitat Valenciana;Uno al mes;2022T3;62,3
Hombres;Comunitat Valenciana;Uno al mes;2022T2;60,1
Hombres;Comunitat Valenciana;Uno al mes;2022T1;60,6
Hombres;Comunitat Valenciana;Uno al mes;2021T4;48,9
Hombres;Comunitat Valenciana;Uno al mes;2021T3;67,4
Hombres;Comunitat Valenciana;Uno al mes;2021T2;69,5
Hombres;Comunitat Valenciana;Uno al mes;2021T1;66,2
Hombres;Comunitat Valenciana;Uno al mes;2020T4;65,4
Hombres;Comunitat Valenciana;Uno al mes;2020T3;60,6
Hombres;Comunitat Valenciana;Uno al mes;2020T2;51,6
Hombres;Comunitat Valenciana;Dos o más al mes;2024T2;223,2
Hombres;Comunitat Valenciana;Dos o más al mes;2024T1;193,9
Hombres;Comunitat Valenciana;Dos o más al mes;2023T4;199,2
Hombres;Comunitat Valenciana;Dos o más al mes;2023T3;200,5
Hombres;Comunitat Valenciana;Dos o más al mes;2023T2;200,3
Hombres;Comunitat Valenciana;Dos o más al mes;2023T1;197,3
Hombres;Comunitat Valenciana;Dos o más al mes;2022T4;215,1
Hombres;Comunitat Valenciana;Dos o más al mes;2022T3;191,2
Hombres;Comunitat Valenciana;Dos o más al mes;2022T2;214,2
Hombres;Comunitat Valenciana;Dos o más al mes;2022T1;201,8
Hombres;Comunitat Valenciana;Dos o más al mes;2021T4;210,4
Hombres;Comunitat Valenciana;Dos o más al mes;2021T3;215,7
Hombres;Comunitat Valenciana;Dos o más al mes;2021T2;193,7
Hombres;Comunitat Valenciana;Dos o más al mes;2021T1;177,3
Hombres;Comunitat Valenciana;Dos o más al mes;2020T4;203,4
Hombres;Comunitat Valenciana;Dos o más al mes;2020T3;195,7
Hombres;Comunitat Valenciana;Dos o más al mes;2020T2;153,1
Hombres;Comunitat Valenciana;Ninguno;2024T2;724,1
Hombres;Comunitat Valenciana;Ninguno;2024T1;736,2
Hombres;Comunitat Valenciana;Ninguno;2023T4;711
Hombres;Comunitat Valenciana;Ninguno;2023T3;731,4
Hombres;Comunitat Valenciana;Ninguno;2023T2;715,9
Hombres;Comunitat Valenciana;Ninguno;2023T1;720,1
Hombres;Comunitat Valenciana;Ninguno;2022T4;704,3
Hombres;Comunitat Valenciana;Ninguno;2022T3;710,8
Hombres;Comunitat Valenciana;Ninguno;2022T2;654,5
Hombres;Comunitat Valenciana;Ninguno;2022T1;656,1
Hombres;Comunitat Valenciana;Ninguno;2021T4;647,7
Hombres;Comunitat Valenciana;Ninguno;2021T3;588,8
Hombres;Comunitat Valenciana;Ninguno;2021T2;608
Hombres;Comunitat Valenciana;Ninguno;2021T1;592,3
Hombres;Comunitat Valenciana;Ninguno;2020T4;577
Hombres;Comunitat Valenciana;Ninguno;2020T3;622,1
Hombres;Comunitat Valenciana;Ninguno;2020T2;616,9
Hombres;Comunitat Valenciana;No sabe;2024T2;21
Hombres;Comunitat Valenciana;No sabe;2024T1;28,9
Hombres;Comunitat Valenciana;No sabe;2023T4;27,6
Hombres;Comunitat Valenciana;No sabe;2023T3;32,2
Hombres;Comunitat Valenciana;No sabe;2023T2;30,9
Hombres;Comunitat Valenciana;No sabe;2023T1;23,1
Hombres;Comunitat Valenciana;No sabe;2022T4;27,1
Hombres;Comunitat Valenciana;No sabe;2022T3;29,7
Hombres;Comunitat Valenciana;No sabe;2022T2;33
Hombres;Comunitat Valenciana;No sabe;2022T1;25,9
Hombres;Comunitat Valenciana;No sabe;2021T4;22,5
Hombres;Comunitat Valenciana;No sabe;2021T3;28,9
Hombres;Comunitat Valenciana;No sabe;2021T2;26,7
Hombres;Comunitat Valenciana;No sabe;2021T1;32,3
Hombres;Comunitat Valenciana;No sabe;2020T4;36
Hombres;Comunitat Valenciana;No sabe;2020T3;26,9
Hombres;Comunitat Valenciana;No sabe;2020T2;36,2
Hombres;Extremadura;Total;2024T2;179,1
Hombres;Extremadura;Total;2024T1;177,7
Hombres;Extremadura;Total;2023T4;186,1
Hombres;Extremadura;Total;2023T3;189,9
Hombres;Extremadura;Total;2023T2;187,8
Hombres;Extremadura;Total;2023T1;179,2
Hombres;Extremadura;Total;2022T4;182
Hombres;Extremadura;Total;2022T3;190,4
Hombres;Extremadura;Total;2022T2;181,3
Hombres;Extremadura;Total;2022T1;177,6
Hombres;Extremadura;Total;2021T4;175,4
Hombres;Extremadura;Total;2021T3;191
Hombres;Extremadura;Total;2021T2;181,4
Hombres;Extremadura;Total;2021T1;162,5
Hombres;Extremadura;Total;2020T4;165,9
Hombres;Extremadura;Total;2020T3;166,6
Hombres;Extremadura;Total;2020T2;157,2
Hombres;Extremadura;Uno al mes;2024T2;8,8
Hombres;Extremadura;Uno al mes;2024T1;10,6
Hombres;Extremadura;Uno al mes;2023T4;11,1
Hombres;Extremadura;Uno al mes;2023T3;10,5
Hombres;Extremadura;Uno al mes;2023T2;9,5
Hombres;Extremadura;Uno al mes;2023T1;9,5
Hombres;Extremadura;Uno al mes;2022T4;11,2
Hombres;Extremadura;Uno al mes;2022T3;12,6
Hombres;Extremadura;Uno al mes;2022T2;11,4
Hombres;Extremadura;Uno al mes;2022T1;11,8
Hombres;Extremadura;Uno al mes;2021T4;10,6
Hombres;Extremadura;Uno al mes;2021T3;12,5
Hombres;Extremadura;Uno al mes;2021T2;10,8
Hombres;Extremadura;Uno al mes;2021T1;14,3
Hombres;Extremadura;Uno al mes;2020T4;12,2
Hombres;Extremadura;Uno al mes;2020T3;13,5
Hombres;Extremadura;Uno al mes;2020T2;10,2
Hombres;Extremadura;Dos o más al mes;2024T2;47,5
Hombres;Extremadura;Dos o más al mes;2024T1;40,5
Hombres;Extremadura;Dos o más al mes;2023T4;47
Hombres;Extremadura;Dos o más al mes;2023T3;56,4
Hombres;Extremadura;Dos o más al mes;2023T2;49,9
Hombres;Extremadura;Dos o más al mes;2023T1;47,9
Hombres;Extremadura;Dos o más al mes;2022T4;46,4
Hombres;Extremadura;Dos o más al mes;2022T3;58,8
Hombres;Extremadura;Dos o más al mes;2022T2;52
Hombres;Extremadura;Dos o más al mes;2022T1;44
Hombres;Extremadura;Dos o más al mes;2021T4;46,5
Hombres;Extremadura;Dos o más al mes;2021T3;54,8
Hombres;Extremadura;Dos o más al mes;2021T2;57,5
Hombres;Extremadura;Dos o más al mes;2021T1;43,5
Hombres;Extremadura;Dos o más al mes;2020T4;51,7
Hombres;Extremadura;Dos o más al mes;2020T3;48,8
Hombres;Extremadura;Dos o más al mes;2020T2;44,4
Hombres;Extremadura;Ninguno;2024T2;120,2
Hombres;Extremadura;Ninguno;2024T1;124,8
Hombres;Extremadura;Ninguno;2023T4;126,1
Hombres;Extremadura;Ninguno;2023T3;120
Hombres;Extremadura;Ninguno;2023T2;124,6
Hombres;Extremadura;Ninguno;2023T1;116,4
Hombres;Extremadura;Ninguno;2022T4;122,9
Hombres;Extremadura;Ninguno;2022T3;114,4
Hombres;Extremadura;Ninguno;2022T2;113,6
Hombres;Extremadura;Ninguno;2022T1;118,2
Hombres;Extremadura;Ninguno;2021T4;114,9
Hombres;Extremadura;Ninguno;2021T3;120,2
Hombres;Extremadura;Ninguno;2021T2;108,3
Hombres;Extremadura;Ninguno;2021T1;101,5
Hombres;Extremadura;Ninguno;2020T4;97,7
Hombres;Extremadura;Ninguno;2020T3;96,4
Hombres;Extremadura;Ninguno;2020T2;91,3
Hombres;Extremadura;No sabe;2024T2;2,7
Hombres;Extremadura;No sabe;2024T1;1,9
Hombres;Extremadura;No sabe;2023T4;1,8
Hombres;Extremadura;No sabe;2023T3;3
Hombres;Extremadura;No sabe;2023T2;3,9
Hombres;Extremadura;No sabe;2023T1;5,3
Hombres;Extremadura;No sabe;2022T4;1,5
Hombres;Extremadura;No sabe;2022T3;4,6
Hombres;Extremadura;No sabe;2022T2;4,3
Hombres;Extremadura;No sabe;2022T1;3,6
Hombres;Extremadura;No sabe;2021T4;3,5
Hombres;Extremadura;No sabe;2021T3;3,5
Hombres;Extremadura;No sabe;2021T2;4,8
Hombres;Extremadura;No sabe;2021T1;3,2
Hombres;Extremadura;No sabe;2020T4;4,3
Hombres;Extremadura;No sabe;2020T3;7,9
Hombres;Extremadura;No sabe;2020T2;11,3
Hombres;Galicia;Total;2024T2;466,1
Hombres;Galicia;Total;2024T1;459,8
Hombres;Galicia;Total;2023T4;456,5
Hombres;Galicia;Total;2023T3;471
Hombres;Galicia;Total;2023T2;460,7
Hombres;Galicia;Total;2023T1;448,2
Hombres;Galicia;Total;2022T4;445,8
Hombres;Galicia;Total;2022T3;459
Hombres;Galicia;Total;2022T2;451
Hombres;Galicia;Total;2022T1;455,8
Hombres;Galicia;Total;2021T4;450,1
Hombres;Galicia;Total;2021T3;463,1
Hombres;Galicia;Total;2021T2;440,9
Hombres;Galicia;Total;2021T1;437,7
Hombres;Galicia;Total;2020T4;446,9
Hombres;Galicia;Total;2020T3;458,7
Hombres;Galicia;Total;2020T2;434,2
Hombres;Galicia;Uno al mes;2024T2;30,2
Hombres;Galicia;Uno al mes;2024T1;28,1
Hombres;Galicia;Uno al mes;2023T4;28,2
Hombres;Galicia;Uno al mes;2023T3;37,5
Hombres;Galicia;Uno al mes;2023T2;26,9
Hombres;Galicia;Uno al mes;2023T1;29,1
Hombres;Galicia;Uno al mes;2022T4;34,6
Hombres;Galicia;Uno al mes;2022T3;32,7
Hombres;Galicia;Uno al mes;2022T2;31,9
Hombres;Galicia;Uno al mes;2022T1;26,1
Hombres;Galicia;Uno al mes;2021T4;28,2
Hombres;Galicia;Uno al mes;2021T3;36,5
Hombres;Galicia;Uno al mes;2021T2;33,6
Hombres;Galicia;Uno al mes;2021T1;29,7
Hombres;Galicia;Uno al mes;2020T4;37,1
Hombres;Galicia;Uno al mes;2020T3;38,8
Hombres;Galicia;Uno al mes;2020T2;35,6
Hombres;Galicia;Dos o más al mes;2024T2;98,3
Hombres;Galicia;Dos o más al mes;2024T1;93,8
Hombres;Galicia;Dos o más al mes;2023T4;94,6
Hombres;Galicia;Dos o más al mes;2023T3;96,9
Hombres;Galicia;Dos o más al mes;2023T2;103
Hombres;Galicia;Dos o más al mes;2023T1;89,9
Hombres;Galicia;Dos o más al mes;2022T4;94,6
Hombres;Galicia;Dos o más al mes;2022T3;100,1
Hombres;Galicia;Dos o más al mes;2022T2;99,3
Hombres;Galicia;Dos o más al mes;2022T1;99,6
Hombres;Galicia;Dos o más al mes;2021T4;96,2
Hombres;Galicia;Dos o más al mes;2021T3;101,2
Hombres;Galicia;Dos o más al mes;2021T2;86,8
Hombres;Galicia;Dos o más al mes;2021T1;83,5
Hombres;Galicia;Dos o más al mes;2020T4;93,8
Hombres;Galicia;Dos o más al mes;2020T3;94,3
Hombres;Galicia;Dos o más al mes;2020T2;67,8
Hombres;Galicia;Ninguno;2024T2;331,3
Hombres;Galicia;Ninguno;2024T1;327,8
Hombres;Galicia;Ninguno;2023T4;325,8
Hombres;Galicia;Ninguno;2023T3;326,1
Hombres;Galicia;Ninguno;2023T2;318,7
Hombres;Galicia;Ninguno;2023T1;321,3
Hombres;Galicia;Ninguno;2022T4;309
Hombres;Galicia;Ninguno;2022T3;315,9
Hombres;Galicia;Ninguno;2022T2;314,5
Hombres;Galicia;Ninguno;2022T1;325,3
Hombres;Galicia;Ninguno;2021T4;316,7
Hombres;Galicia;Ninguno;2021T3;315,7
Hombres;Galicia;Ninguno;2021T2;310,4
Hombres;Galicia;Ninguno;2021T1;312,5
Hombres;Galicia;Ninguno;2020T4;305,1
Hombres;Galicia;Ninguno;2020T3;311,9
Hombres;Galicia;Ninguno;2020T2;315,4
Hombres;Galicia;No sabe;2024T2;6,3
Hombres;Galicia;No sabe;2024T1;10,1
Hombres;Galicia;No sabe;2023T4;7,9
Hombres;Galicia;No sabe;2023T3;10,5
Hombres;Galicia;No sabe;2023T2;12,2
Hombres;Galicia;No sabe;2023T1;7,9
Hombres;Galicia;No sabe;2022T4;7,6
Hombres;Galicia;No sabe;2022T3;10,3
Hombres;Galicia;No sabe;2022T2;5,2
Hombres;Galicia;No sabe;2022T1;4,8
Hombres;Galicia;No sabe;2021T4;9,1
Hombres;Galicia;No sabe;2021T3;9,8
Hombres;Galicia;No sabe;2021T2;10,1
Hombres;Galicia;No sabe;2021T1;12
Hombres;Galicia;No sabe;2020T4;11
Hombres;Galicia;No sabe;2020T3;13,8
Hombres;Galicia;No sabe;2020T2;15,5
Hombres;Madrid, Comunidad de;Total;2024T2;1,496,30
Hombres;Madrid, Comunidad de;Total;2024T1;1,467,90
Hombres;Madrid, Comunidad de;Total;2023T4;1,466,30
Hombres;Madrid, Comunidad de;Total;2023T3;1,478,60
Hombres;Madrid, Comunidad de;Total;2023T2;1,481,60
Hombres;Madrid, Comunidad de;Total;2023T1;1,415,80
Hombres;Madrid, Comunidad de;Total;2022T4;1,435,10
Hombres;Madrid, Comunidad de;Total;2022T3;1,443,50
Hombres;Madrid, Comunidad de;Total;2022T2;1,431,80
Hombres;Madrid, Comunidad de;Total;2022T1;1,378,20
Hombres;Madrid, Comunidad de;Total;2021T4;1,368,30
Hombres;Madrid, Comunidad de;Total;2021T3;1,338,40
Hombres;Madrid, Comunidad de;Total;2021T2;1,323,70
Hombres;Madrid, Comunidad de;Total;2021T1;1,334,80
Hombres;Madrid, Comunidad de;Total;2020T4;1,337,20
Hombres;Madrid, Comunidad de;Total;2020T3;1,329
Hombres;Madrid, Comunidad de;Total;2020T2;1,294,50
Hombres;Madrid, Comunidad de;Uno al mes;2024T2;84
Hombres;Madrid, Comunidad de;Uno al mes;2024T1;62,9
Hombres;Madrid, Comunidad de;Uno al mes;2023T4;90,1
Hombres;Madrid, Comunidad de;Uno al mes;2023T3;78,9
Hombres;Madrid, Comunidad de;Uno al mes;2023T2;111,6
Hombres;Madrid, Comunidad de;Uno al mes;2023T1;77,9
Hombres;Madrid, Comunidad de;Uno al mes;2022T4;102,2
Hombres;Madrid, Comunidad de;Uno al mes;2022T3;79
Hombres;Madrid, Comunidad de;Uno al mes;2022T2;93,6
Hombres;Madrid, Comunidad de;Uno al mes;2022T1;77
Hombres;Madrid, Comunidad de;Uno al mes;2021T4;97,4
Hombres;Madrid, Comunidad de;Uno al mes;2021T3;88,3
Hombres;Madrid, Comunidad de;Uno al mes;2021T2;90,6
Hombres;Madrid, Comunidad de;Uno al mes;2021T1;81,5
Hombres;Madrid, Comunidad de;Uno al mes;2020T4;80,8
Hombres;Madrid, Comunidad de;Uno al mes;2020T3;90
Hombres;Madrid, Comunidad de;Uno al mes;2020T2;86,1
Hombres;Madrid, Comunidad de;Dos o más al mes;2024T2;293,5
Hombres;Madrid, Comunidad de;Dos o más al mes;2024T1;305,5
Hombres;Madrid, Comunidad de;Dos o más al mes;2023T4;278,4
Hombres;Madrid, Comunidad de;Dos o más al mes;2023T3;287,4
Hombres;Madrid, Comunidad de;Dos o más al mes;2023T2;291,7
Hombres;Madrid, Comunidad de;Dos o más al mes;2023T1;285,2
Hombres;Madrid, Comunidad de;Dos o más al mes;2022T4;277,4
Hombres;Madrid, Comunidad de;Dos o más al mes;2022T3;271,4
Hombres;Madrid, Comunidad de;Dos o más al mes;2022T2;300,7
Hombres;Madrid, Comunidad de;Dos o más al mes;2022T1;287,2
Hombres;Madrid, Comunidad de;Dos o más al mes;2021T4;278,6
Hombres;Madrid, Comunidad de;Dos o más al mes;2021T3;269,8
Hombres;Madrid, Comunidad de;Dos o más al mes;2021T2;271,9
Hombres;Madrid, Comunidad de;Dos o más al mes;2021T1;277,4
Hombres;Madrid, Comunidad de;Dos o más al mes;2020T4;290
Hombres;Madrid, Comunidad de;Dos o más al mes;2020T3;257,8
Hombres;Madrid, Comunidad de;Dos o más al mes;2020T2;184,4
Hombres;Madrid, Comunidad de;Ninguno;2024T2;1,099,30
Hombres;Madrid, Comunidad de;Ninguno;2024T1;1,075,20
Hombres;Madrid, Comunidad de;Ninguno;2023T4;1,081,20
Hombres;Madrid, Comunidad de;Ninguno;2023T3;1,083,60
Hombres;Madrid, Comunidad de;Ninguno;2023T2;1,053,30
Hombres;Madrid, Comunidad de;Ninguno;2023T1;1,032,30
Hombres;Madrid, Comunidad de;Ninguno;2022T4;1,038
Hombres;Madrid, Comunidad de;Ninguno;2022T3;1,066,30
Hombres;Madrid, Comunidad de;Ninguno;2022T2;1,006,70
Hombres;Madrid, Comunidad de;Ninguno;2022T1;992
Hombres;Madrid, Comunidad de;Ninguno;2021T4;975,4
Hombres;Madrid, Comunidad de;Ninguno;2021T3;953,6
Hombres;Madrid, Comunidad de;Ninguno;2021T2;939,9
Hombres;Madrid, Comunidad de;Ninguno;2021T1;942,4
Hombres;Madrid, Comunidad de;Ninguno;2020T4;933,4
Hombres;Madrid, Comunidad de;Ninguno;2020T3;941,9
Hombres;Madrid, Comunidad de;Ninguno;2020T2;998,9
Hombres;Madrid, Comunidad de;No sabe;2024T2;19,5
Hombres;Madrid, Comunidad de;No sabe;2024T1;24,2
Hombres;Madrid, Comunidad de;No sabe;2023T4;16,5
Hombres;Madrid, Comunidad de;No sabe;2023T3;28,8
Hombres;Madrid, Comunidad de;No sabe;2023T2;25
Hombres;Madrid, Comunidad de;No sabe;2023T1;20,4
Hombres;Madrid, Comunidad de;No sabe;2022T4;17,5
Hombres;Madrid, Comunidad de;No sabe;2022T3;26,8
Hombres;Madrid, Comunidad de;No sabe;2022T2;30,8
Hombres;Madrid, Comunidad de;No sabe;2022T1;22
Hombres;Madrid, Comunidad de;No sabe;2021T4;16,9
Hombres;Madrid, Comunidad de;No sabe;2021T3;26,7
Hombres;Madrid, Comunidad de;No sabe;2021T2;21,3
Hombres;Madrid, Comunidad de;No sabe;2021T1;33,5
Hombres;Madrid, Comunidad de;No sabe;2020T4;33
Hombres;Madrid, Comunidad de;No sabe;2020T3;39,3
Hombres;Madrid, Comunidad de;No sabe;2020T2;25,2
Hombres;Murcia, Región de;Total;2024T2;320,8
Hombres;Murcia, Región de;Total;2024T1;310,8
Hombres;Murcia, Región de;Total;2023T4;321
Hombres;Murcia, Región de;Total;2023T3;313,3
Hombres;Murcia, Región de;Total;2023T2;310,6
Hombres;Murcia, Región de;Total;2023T1;302,4
Hombres;Murcia, Región de;Total;2022T4;303,5
Hombres;Murcia, Región de;Total;2022T3;295,2
Hombres;Murcia, Región de;Total;2022T2;296
Hombres;Murcia, Región de;Total;2022T1;294,4
Hombres;Murcia, Región de;Total;2021T4;301,3
Hombres;Murcia, Región de;Total;2021T3;295,8
Hombres;Murcia, Región de;Total;2021T2;306,7
Hombres;Murcia, Región de;Total;2021T1;289,7
Hombres;Murcia, Región de;Total;2020T4;289,8
Hombres;Murcia, Región de;Total;2020T3;294,5
Hombres;Murcia, Región de;Total;2020T2;281,3
Hombres;Murcia, Región de;Uno al mes;2024T2;25,7
Hombres;Murcia, Región de;Uno al mes;2024T1;22
Hombres;Murcia, Región de;Uno al mes;2023T4;23,6
Hombres;Murcia, Región de;Uno al mes;2023T3;21,8
Hombres;Murcia, Región de;Uno al mes;2023T2;18,8
Hombres;Murcia, Región de;Uno al mes;2023T1;23,2
Hombres;Murcia, Región de;Uno al mes;2022T4;26,3
Hombres;Murcia, Región de;Uno al mes;2022T3;17,1
Hombres;Murcia, Región de;Uno al mes;2022T2;20,3
Hombres;Murcia, Región de;Uno al mes;2022T1;20,8
Hombres;Murcia, Región de;Uno al mes;2021T4;26,2
Hombres;Murcia, Región de;Uno al mes;2021T3;22,5
Hombres;Murcia, Región de;Uno al mes;2021T2;18,3
Hombres;Murcia, Región de;Uno al mes;2021T1;26,1
Hombres;Murcia, Región de;Uno al mes;2020T4;20,6
Hombres;Murcia, Región de;Uno al mes;2020T3;18,7
Hombres;Murcia, Región de;Uno al mes;2020T2;27,7
Hombres;Murcia, Región de;Dos o más al mes;2024T2;81,4
Hombres;Murcia, Región de;Dos o más al mes;2024T1;80,9
Hombres;Murcia, Región de;Dos o más al mes;2023T4;86,2
Hombres;Murcia, Región de;Dos o más al mes;2023T3;73,1
Hombres;Murcia, Región de;Dos o más al mes;2023T2;77,4
Hombres;Murcia, Región de;Dos o más al mes;2023T1;62,4
Hombres;Murcia, Región de;Dos o más al mes;2022T4;72,4
Hombres;Murcia, Región de;Dos o más al mes;2022T3;67,5
Hombres;Murcia, Región de;Dos o más al mes;2022T2;79,9
Hombres;Murcia, Región de;Dos o más al mes;2022T1;60,6
Hombres;Murcia, Región de;Dos o más al mes;2021T4;64,9
Hombres;Murcia, Región de;Dos o más al mes;2021T3;64,9
Hombres;Murcia, Región de;Dos o más al mes;2021T2;78,7
Hombres;Murcia, Región de;Dos o más al mes;2021T1;60,4
Hombres;Murcia, Región de;Dos o más al mes;2020T4;56,3
Hombres;Murcia, Región de;Dos o más al mes;2020T3;68,1
Hombres;Murcia, Región de;Dos o más al mes;2020T2;62,3
Hombres;Murcia, Región de;Ninguno;2024T2;200,4
Hombres;Murcia, Región de;Ninguno;2024T1;193,7
Hombres;Murcia, Región de;Ninguno;2023T4;201,4
Hombres;Murcia, Región de;Ninguno;2023T3;206,4
Hombres;Murcia, Región de;Ninguno;2023T2;200,4
Hombres;Murcia, Región de;Ninguno;2023T1;206
Hombres;Murcia, Región de;Ninguno;2022T4;190,6
Hombres;Murcia, Región de;Ninguno;2022T3;196,8
Hombres;Murcia, Región de;Ninguno;2022T2;179,4
Hombres;Murcia, Región de;Ninguno;2022T1;197,4
Hombres;Murcia, Región de;Ninguno;2021T4;195,4
Hombres;Murcia, Región de;Ninguno;2021T3;200,3
Hombres;Murcia, Región de;Ninguno;2021T2;195,6
Hombres;Murcia, Región de;Ninguno;2021T1;192,4
Hombres;Murcia, Región de;Ninguno;2020T4;196
Hombres;Murcia, Región de;Ninguno;2020T3;190,7
Hombres;Murcia, Región de;Ninguno;2020T2;177,8
Hombres;Murcia, Región de;No sabe;2024T2;13,4
Hombres;Murcia, Región de;No sabe;2024T1;14,1
Hombres;Murcia, Región de;No sabe;2023T4;9,8
Hombres;Murcia, Región de;No sabe;2023T3;12,1
Hombres;Murcia, Región de;No sabe;2023T2;14,1
Hombres;Murcia, Región de;No sabe;2023T1;10,8
Hombres;Murcia, Región de;No sabe;2022T4;14,2
Hombres;Murcia, Región de;No sabe;2022T3;13,8
Hombres;Murcia, Región de;No sabe;2022T2;16,4
Hombres;Murcia, Región de;No sabe;2022T1;15,5
Hombres;Murcia, Región de;No sabe;2021T4;14,7
Hombres;Murcia, Región de;No sabe;2021T3;8,1
Hombres;Murcia, Región de;No sabe;2021T2;14,1
Hombres;Murcia, Región de;No sabe;2021T1;10,7
Hombres;Murcia, Región de;No sabe;2020T4;16,9
Hombres;Murcia, Región de;No sabe;2020T3;17,1
Hombres;Murcia, Región de;No sabe;2020T2;13,6
Hombres;Navarra, Comunidad Foral de;Total;2024T2;139,5
Hombres;Navarra, Comunidad Foral de;Total;2024T1;132,5
Hombres;Navarra, Comunidad Foral de;Total;2023T4;135,1
Hombres;Navarra, Comunidad Foral de;Total;2023T3;133,6
Hombres;Navarra, Comunidad Foral de;Total;2023T2;131,6
Hombres;Navarra, Comunidad Foral de;Total;2023T1;125,9
