Sexo;Comunidades Autónomas;Sábados trabajados al mes;Periodo;Total
Ambos sexos;País Vasco;Uno al mes;2021T4;45,1
Ambos sexos;País Vasco;Uno al mes;2021T3;41,1
Ambos sexos;País Vasco;Uno al mes;2021T2;43,1
Ambos sexos;País Vasco;Uno al mes;2021T1;37
Ambos sexos;País Vasco;Uno al mes;2020T4;41,6
Ambos sexos;País Vasco;Uno al mes;2020T3;38,5
Ambos sexos;País Vasco;Uno al mes;2020T2;37,7
Ambos sexos;País Vasco;Dos o más al mes;2024T2;167,3
Ambos sexos;País Vasco;Dos o más al mes;2024T1;155,1
Ambos sexos;País Vasco;Dos o más al mes;2023T4;179,4
Ambos sexos;País Vasco;Dos o más al mes;2023T3;170,3
Ambos sexos;País Vasco;Dos o más al mes;2023T2;179,6
Ambos sexos;País Vasco;Dos o más al mes;2023T1;165,5
Ambos sexos;País Vasco;Dos o más al mes;2022T4;175,7
Ambos sexos;País Vasco;Dos o más al mes;2022T3;165,6
Ambos sexos;País Vasco;Dos o más al mes;2022T2;170,6
Ambos sexos;País Vasco;Dos o más al mes;2022T1;170,5
Ambos sexos;País Vasco;Dos o más al mes;2021T4;170,3
Ambos sexos;País Vasco;Dos o más al mes;2021T3;167,6
Ambos sexos;País Vasco;Dos o más al mes;2021T2;165,3
Ambos sexos;País Vasco;Dos o más al mes;2021T1;147,7
Ambos sexos;País Vasco;Dos o más al mes;2020T4;156,9
Ambos sexos;País Vasco;Dos o más al mes;2020T3;149,8
Ambos sexos;País Vasco;Dos o más al mes;2020T2;113,1
Ambos sexos;País Vasco;Ninguno;2024T2;645,9
Ambos sexos;País Vasco;Ninguno;2024T1;632,5
Ambos sexos;País Vasco;Ninguno;2023T4;642,4
Ambos sexos;País Vasco;Ninguno;2023T3;621,6
Ambos sexos;País Vasco;Ninguno;2023T2;621,4
Ambos sexos;País Vasco;Ninguno;2023T1;609,6
Ambos sexos;País Vasco;Ninguno;2022T4;591,5
Ambos sexos;País Vasco;Ninguno;2022T3;604,5
Ambos sexos;País Vasco;Ninguno;2022T2;594,5
Ambos sexos;País Vasco;Ninguno;2022T1;607,3
Ambos sexos;País Vasco;Ninguno;2021T4;595,2
Ambos sexos;País Vasco;Ninguno;2021T3;598,4
Ambos sexos;País Vasco;Ninguno;2021T2;590,2
Ambos sexos;País Vasco;Ninguno;2021T1;599,9
Ambos sexos;País Vasco;Ninguno;2020T4;581,4
Ambos sexos;País Vasco;Ninguno;2020T3;584,3
Ambos sexos;País Vasco;Ninguno;2020T2;605,5
Ambos sexos;País Vasco;No sabe;2024T2;6,3
Ambos sexos;País Vasco;No sabe;2024T1;7,8
Ambos sexos;País Vasco;No sabe;2023T4;14
Ambos sexos;País Vasco;No sabe;2023T3;15,7
Ambos sexos;País Vasco;No sabe;2023T2;10,3
Ambos sexos;País Vasco;No sabe;2023T1;15
Ambos sexos;País Vasco;No sabe;2022T4;13,6
Ambos sexos;País Vasco;No sabe;2022T3;15,2
Ambos sexos;País Vasco;No sabe;2022T2;14,7
Ambos sexos;País Vasco;No sabe;2022T1;14,2
Ambos sexos;País Vasco;No sabe;2021T4;21,2
Ambos sexos;País Vasco;No sabe;2021T3;16
Ambos sexos;País Vasco;No sabe;2021T2;14,5
Ambos sexos;País Vasco;No sabe;2021T1;19,4
Ambos sexos;País Vasco;No sabe;2020T4;23
Ambos sexos;País Vasco;No sabe;2020T3;17,5
Ambos sexos;País Vasco;No sabe;2020T2;24,4
Ambos sexos;Rioja, La;Total;2024T2;121,1
Ambos sexos;Rioja, La;Total;2024T1;118,7
Ambos sexos;Rioja, La;Total;2023T4;119,1
Ambos sexos;Rioja, La;Total;2023T3;123,2
Ambos sexos;Rioja, La;Total;2023T2;124,2
Ambos sexos;Rioja, La;Total;2023T1;120,6
Ambos sexos;Rioja, La;Total;2022T4;123,1
Ambos sexos;Rioja, La;Total;2022T3;125,7
Ambos sexos;Rioja, La;Total;2022T2;123,3
Ambos sexos;Rioja, La;Total;2022T1;120,7
Ambos sexos;Rioja, La;Total;2021T4;122,6
Ambos sexos;Rioja, La;Total;2021T3;120,4
Ambos sexos;Rioja, La;Total;2021T2;121,6
Ambos sexos;Rioja, La;Total;2021T1;114,9
Ambos sexos;Rioja, La;Total;2020T4;119,7
Ambos sexos;Rioja, La;Total;2020T3;114,7
Ambos sexos;Rioja, La;Total;2020T2;112,6
Ambos sexos;Rioja, La;Uno al mes;2024T2;4,6
Ambos sexos;Rioja, La;Uno al mes;2024T1;4,6
Ambos sexos;Rioja, La;Uno al mes;2023T4;5
Ambos sexos;Rioja, La;Uno al mes;2023T3;5,2
Ambos sexos;Rioja, La;Uno al mes;2023T2;6,8
Ambos sexos;Rioja, La;Uno al mes;2023T1;4,9
Ambos sexos;Rioja, La;Uno al mes;2022T4;5,1
Ambos sexos;Rioja, La;Uno al mes;2022T3;6,2
Ambos sexos;Rioja, La;Uno al mes;2022T2;5,7
Ambos sexos;Rioja, La;Uno al mes;2022T1;5,8
Ambos sexos;Rioja, La;Uno al mes;2021T4;4,7
Ambos sexos;Rioja, La;Uno al mes;2021T3;4,5
Ambos sexos;Rioja, La;Uno al mes;2021T2;5,6
Ambos sexos;Rioja, La;Uno al mes;2021T1;4,1
Ambos sexos;Rioja, La;Uno al mes;2020T4;5,4
Ambos sexos;Rioja, La;Uno al mes;2020T3;4
Ambos sexos;Rioja, La;Uno al mes;2020T2;4,1
Ambos sexos;Rioja, La;Dos o más al mes;2024T2;23,7
Ambos sexos;Rioja, La;Dos o más al mes;2024T1;21,5
Ambos sexos;Rioja, La;Dos o más al mes;2023T4;21,7
Ambos sexos;Rioja, La;Dos o más al mes;2023T3;25,9
Ambos sexos;Rioja, La;Dos o más al mes;2023T2;23,3
Ambos sexos;Rioja, La;Dos o más al mes;2023T1;24,4
Ambos sexos;Rioja, La;Dos o más al mes;2022T4;25
Ambos sexos;Rioja, La;Dos o más al mes;2022T3;24,7
Ambos sexos;Rioja, La;Dos o más al mes;2022T2;23,6
Ambos sexos;Rioja, La;Dos o más al mes;2022T1;22,6
Ambos sexos;Rioja, La;Dos o más al mes;2021T4;26,1
Ambos sexos;Rioja, La;Dos o más al mes;2021T3;26,2
Ambos sexos;Rioja, La;Dos o más al mes;2021T2;26
Ambos sexos;Rioja, La;Dos o más al mes;2021T1;21,6
Ambos sexos;Rioja, La;Dos o más al mes;2020T4;26
Ambos sexos;Rioja, La;Dos o más al mes;2020T3;25,6
Ambos sexos;Rioja, La;Dos o más al mes;2020T2;17,4
Ambos sexos;Rioja, La;Ninguno;2024T2;91,2
Ambos sexos;Rioja, La;Ninguno;2024T1;90,6
Ambos sexos;Rioja, La;Ninguno;2023T4;90,8
Ambos sexos;Rioja, La;Ninguno;2023T3;89,9
Ambos sexos;Rioja, La;Ninguno;2023T2;91,4
Ambos sexos;Rioja, La;Ninguno;2023T1;89,5
Ambos sexos;Rioja, La;Ninguno;2022T4;90,4
Ambos sexos;Rioja, La;Ninguno;2022T3;92,3
Ambos sexos;Rioja, La;Ninguno;2022T2;91,6
Ambos sexos;Rioja, La;Ninguno;2022T1;91,2
Ambos sexos;Rioja, La;Ninguno;2021T4;90
Ambos sexos;Rioja, La;Ninguno;2021T3;87,6
Ambos sexos;Rioja, La;Ninguno;2021T2;88,4
Ambos sexos;Rioja, La;Ninguno;2021T1;86,7
Ambos sexos;Rioja, La;Ninguno;2020T4;84,9
Ambos sexos;Rioja, La;Ninguno;2020T3;81,3
Ambos sexos;Rioja, La;Ninguno;2020T2;88,2
Ambos sexos;Rioja, La;No sabe;2024T2;1,6
Ambos sexos;Rioja, La;No sabe;2024T1;2
Ambos sexos;Rioja, La;No sabe;2023T4;1,6
Ambos sexos;Rioja, La;No sabe;2023T3;2,3
Ambos sexos;Rioja, La;No sabe;2023T2;2,7
Ambos sexos;Rioja, La;No sabe;2023T1;1,9
Ambos sexos;Rioja, La;No sabe;2022T4;2,6
Ambos sexos;Rioja, La;No sabe;2022T3;2,5
Ambos sexos;Rioja, La;No sabe;2022T2;2,3
Ambos sexos;Rioja, La;No sabe;2022T1;1,1
Ambos sexos;Rioja, La;No sabe;2021T4;1,9
Ambos sexos;Rioja, La;No sabe;2021T3;2,1
Ambos sexos;Rioja, La;No sabe;2021T2;1,5
Ambos sexos;Rioja, La;No sabe;2021T1;2,4
Ambos sexos;Rioja, La;No sabe;2020T4;3,5
Ambos sexos;Rioja, La;No sabe;2020T3;3,9
Ambos sexos;Rioja, La;No sabe;2020T2;2,9
Ambos sexos;Ceuta;Total;2024T2;26
Ambos sexos;Ceuta;Total;2024T1;24,1
Ambos sexos;Ceuta;Total;2023T4;23,3
Ambos sexos;Ceuta;Total;2023T3;25,4
Ambos sexos;Ceuta;Total;2023T2;23,3
Ambos sexos;Ceuta;Total;2023T1;25,3
Ambos sexos;Ceuta;Total;2022T4;24,4
Ambos sexos;Ceuta;Total;2022T3;24,7
Ambos sexos;Ceuta;Total;2022T2;25,5
Ambos sexos;Ceuta;Total;2022T1;24,1
Ambos sexos;Ceuta;Total;2021T4;21,7
Ambos sexos;Ceuta;Total;2021T3;20,8
Ambos sexos;Ceuta;Total;2021T2;22,4
Ambos sexos;Ceuta;Total;2021T1;19,6
Ambos sexos;Ceuta;Total;2020T4;22,9
Ambos sexos;Ceuta;Total;2020T3;23,9
Ambos sexos;Ceuta;Total;2020T2;25,5
Ambos sexos;Ceuta;Uno al mes;2024T2;0,9
Ambos sexos;Ceuta;Uno al mes;2024T1;2,5
Ambos sexos;Ceuta;Uno al mes;2023T4;1,1
Ambos sexos;Ceuta;Uno al mes;2023T3;2,2
Ambos sexos;Ceuta;Uno al mes;2023T2;2,1
Ambos sexos;Ceuta;Uno al mes;2023T1;2,6
Ambos sexos;Ceuta;Uno al mes;2022T4;1,4
Ambos sexos;Ceuta;Uno al mes;2022T3;1,7
Ambos sexos;Ceuta;Uno al mes;2022T2;4,1
Ambos sexos;Ceuta;Uno al mes;2022T1;3
Ambos sexos;Ceuta;Uno al mes;2021T4;1,7
Ambos sexos;Ceuta;Uno al mes;2021T3;2,4
Ambos sexos;Ceuta;Uno al mes;2021T2;2,8
Ambos sexos;Ceuta;Uno al mes;2021T1;2,7
Ambos sexos;Ceuta;Uno al mes;2020T4;3,4
Ambos sexos;Ceuta;Uno al mes;2020T3;2,1
Ambos sexos;Ceuta;Uno al mes;2020T2;1,6
Ambos sexos;Ceuta;Dos o más al mes;2024T2;9,5
Ambos sexos;Ceuta;Dos o más al mes;2024T1;7,1
Ambos sexos;Ceuta;Dos o más al mes;2023T4;8,2
Ambos sexos;Ceuta;Dos o más al mes;2023T3;7,7
Ambos sexos;Ceuta;Dos o más al mes;2023T2;7,5
Ambos sexos;Ceuta;Dos o más al mes;2023T1;7,4
Ambos sexos;Ceuta;Dos o más al mes;2022T4;7,9
Ambos sexos;Ceuta;Dos o más al mes;2022T3;7,4
Ambos sexos;Ceuta;Dos o más al mes;2022T2;7,1
Ambos sexos;Ceuta;Dos o más al mes;2022T1;6,9
Ambos sexos;Ceuta;Dos o más al mes;2021T4;8
Ambos sexos;Ceuta;Dos o más al mes;2021T3;6,6
Ambos sexos;Ceuta;Dos o más al mes;2021T2;6,4
Ambos sexos;Ceuta;Dos o más al mes;2021T1;5,5
Ambos sexos;Ceuta;Dos o más al mes;2020T4;5,7
Ambos sexos;Ceuta;Dos o más al mes;2020T3;8,6
Ambos sexos;Ceuta;Dos o más al mes;2020T2;8,8
Ambos sexos;Ceuta;Ninguno;2024T2;14,8
Ambos sexos;Ceuta;Ninguno;2024T1;14,1
Ambos sexos;Ceuta;Ninguno;2023T4;13,7
Ambos sexos;Ceuta;Ninguno;2023T3;14,5
Ambos sexos;Ceuta;Ninguno;2023T2;13,1
Ambos sexos;Ceuta;Ninguno;2023T1;15
Ambos sexos;Ceuta;Ninguno;2022T4;14,5
Ambos sexos;Ceuta;Ninguno;2022T3;14,9
Ambos sexos;Ceuta;Ninguno;2022T2;14
Ambos sexos;Ceuta;Ninguno;2022T1;13,9
Ambos sexos;Ceuta;Ninguno;2021T4;11,7
Ambos sexos;Ceuta;Ninguno;2021T3;11,3
Ambos sexos;Ceuta;Ninguno;2021T2;12,5
Ambos sexos;Ceuta;Ninguno;2021T1;11,5
Ambos sexos;Ceuta;Ninguno;2020T4;13,3
Ambos sexos;Ceuta;Ninguno;2020T3;12,8
Ambos sexos;Ceuta;Ninguno;2020T2;14,8
Ambos sexos;Ceuta;No sabe;2024T2;0,8
Ambos sexos;Ceuta;No sabe;2024T1;0,4
Ambos sexos;Ceuta;No sabe;2023T4;0,3
Ambos sexos;Ceuta;No sabe;2023T3;1
Ambos sexos;Ceuta;No sabe;2023T2;0,6
Ambos sexos;Ceuta;No sabe;2023T1;0,4
Ambos sexos;Ceuta;No sabe;2022T4;0,6
Ambos sexos;Ceuta;No sabe;2022T3;0,7
Ambos sexos;Ceuta;No sabe;2022T2;0,5
Ambos sexos;Ceuta;No sabe;2022T1;0,3
Ambos sexos;Ceuta;No sabe;2021T4;0,3
Ambos sexos;Ceuta;No sabe;2021T3;0,5
Ambos sexos;Ceuta;No sabe;2021T2;0,8
Ambos sexos;Ceuta;No sabe;2021T1;0,1
Ambos sexos;Ceuta;No sabe;2020T4;0,5
Ambos sexos;Ceuta;No sabe;2020T3;0,4
Ambos sexos;Ceuta;No sabe;2020T2;0,3
Ambos sexos;Melilla;Total;2024T2;23,6
Ambos sexos;Melilla;Total;2024T1;22,8
Ambos sexos;Melilla;Total;2023T4;23,3
Ambos sexos;Melilla;Total;2023T3;25,7
Ambos sexos;Melilla;Total;2023T2;25,2
Ambos sexos;Melilla;Total;2023T1;21,3
Ambos sexos;Melilla;Total;2022T4;23,7
Ambos sexos;Melilla;Total;2022T3;23,7
Ambos sexos;Melilla;Total;2022T2;23,4
Ambos sexos;Melilla;Total;2022T1;24,5
Ambos sexos;Melilla;Total;2021T4;24,4
Ambos sexos;Melilla;Total;2021T3;25,5
Ambos sexos;Melilla;Total;2021T2;25,2
Ambos sexos;Melilla;Total;2021T1;25,9
Ambos sexos;Melilla;Total;2020T4;26,5
Ambos sexos;Melilla;Total;2020T3;25,7
Ambos sexos;Melilla;Total;2020T2;25,1
Ambos sexos;Melilla;Uno al mes;2024T2;2,5
Ambos sexos;Melilla;Uno al mes;2024T1;2,1
Ambos sexos;Melilla;Uno al mes;2023T4;1,6
Ambos sexos;Melilla;Uno al mes;2023T3;1
Ambos sexos;Melilla;Uno al mes;2023T2;2,8
Ambos sexos;Melilla;Uno al mes;2023T1;1,5
Ambos sexos;Melilla;Uno al mes;2022T4;2,9
Ambos sexos;Melilla;Uno al mes;2022T3;1,6
Ambos sexos;Melilla;Uno al mes;2022T2;1
Ambos sexos;Melilla;Uno al mes;2022T1;1,9
Ambos sexos;Melilla;Uno al mes;2021T4;1,9
Ambos sexos;Melilla;Uno al mes;2021T3;1,5
Ambos sexos;Melilla;Uno al mes;2021T2;1,5
Ambos sexos;Melilla;Uno al mes;2021T1;1
Ambos sexos;Melilla;Uno al mes;2020T4;1,4
Ambos sexos;Melilla;Uno al mes;2020T3;2,3
Ambos sexos;Melilla;Uno al mes;2020T2;2,8
Ambos sexos;Melilla;Dos o más al mes;2024T2;6,6
Ambos sexos;Melilla;Dos o más al mes;2024T1;6,5
Ambos sexos;Melilla;Dos o más al mes;2023T4;9
Ambos sexos;Melilla;Dos o más al mes;2023T3;8,5
Ambos sexos;Melilla;Dos o más al mes;2023T2;8,1
Ambos sexos;Melilla;Dos o más al mes;2023T1;5,4
Ambos sexos;Melilla;Dos o más al mes;2022T4;8,2
Ambos sexos;Melilla;Dos o más al mes;2022T3;5,4
Ambos sexos;Melilla;Dos o más al mes;2022T2;6,7
Ambos sexos;Melilla;Dos o más al mes;2022T1;5,5
Ambos sexos;Melilla;Dos o más al mes;2021T4;8,3
Ambos sexos;Melilla;Dos o más al mes;2021T3;7,8
Ambos sexos;Melilla;Dos o más al mes;2021T2;7
Ambos sexos;Melilla;Dos o más al mes;2021T1;6,9
Ambos sexos;Melilla;Dos o más al mes;2020T4;7,9
Ambos sexos;Melilla;Dos o más al mes;2020T3;6,4
Ambos sexos;Melilla;Dos o más al mes;2020T2;4,8
Ambos sexos;Melilla;Ninguno;2024T2;13,5
Ambos sexos;Melilla;Ninguno;2024T1;13,4
Ambos sexos;Melilla;Ninguno;2023T4;11,7
Ambos sexos;Melilla;Ninguno;2023T3;15,2
Ambos sexos;Melilla;Ninguno;2023T2;14
Ambos sexos;Melilla;Ninguno;2023T1;12,7
Ambos sexos;Melilla;Ninguno;2022T4;11,8
Ambos sexos;Melilla;Ninguno;2022T3;15
Ambos sexos;Melilla;Ninguno;2022T2;14,6
Ambos sexos;Melilla;Ninguno;2022T1;15,8
Ambos sexos;Melilla;Ninguno;2021T4;13,6
Ambos sexos;Melilla;Ninguno;2021T3;15,7
Ambos sexos;Melilla;Ninguno;2021T2;15,9
Ambos sexos;Melilla;Ninguno;2021T1;17,3
Ambos sexos;Melilla;Ninguno;2020T4;16,3
Ambos sexos;Melilla;Ninguno;2020T3;16,5
Ambos sexos;Melilla;Ninguno;2020T2;16,5
Ambos sexos;Melilla;No sabe;2024T2;1,1
Ambos sexos;Melilla;No sabe;2024T1;0,8
Ambos sexos;Melilla;No sabe;2023T4;0,9
Ambos sexos;Melilla;No sabe;2023T3;1
Ambos sexos;Melilla;No sabe;2023T2;0,3
Ambos sexos;Melilla;No sabe;2023T1;1,8
Ambos sexos;Melilla;No sabe;2022T4;0,8
Ambos sexos;Melilla;No sabe;2022T3;1,7
Ambos sexos;Melilla;No sabe;2022T2;1,2
Ambos sexos;Melilla;No sabe;2022T1;1,4
Ambos sexos;Melilla;No sabe;2021T4;0,6
Ambos sexos;Melilla;No sabe;2021T3;0,4
Ambos sexos;Melilla;No sabe;2021T2;0,8
Ambos sexos;Melilla;No sabe;2021T1;0,8
Ambos sexos;Melilla;No sabe;2020T4;0,9
Ambos sexos;Melilla;No sabe;2020T3;0,6
Ambos sexos;Melilla;No sabe;2020T2;1
Hombres;Total Nacional;Total;2024T2;9,510,90
Hombres;Total Nacional;Total;2024T1;9,345,10
Hombres;Total Nacional;Total;2023T4;9,374,10
Hombres;Total Nacional;Total;2023T3;9,493
Hombres;Total Nacional;Total;2023T2;9,325,20
Hombres;Total Nacional;Total;2023T1;9,047,90
Hombres;Total Nacional;Total;2022T4;9,106,70
Hombres;Total Nacional;Total;2022T3;9,227,40
Hombres;Total Nacional;Total;2022T2;9,036,30
Hombres;Total Nacional;Total;2022T1;8,849,60
Hombres;Total Nacional;Total;2021T4;8,807,30
Hombres;Total Nacional;Total;2021T3;8,815,40
Hombres;Total Nacional;Total;2021T2;8,581,80
Hombres;Total Nacional;Total;2021T1;8,369
Hombres;Total Nacional;Total;2020T4;8,419,80
Hombres;Total Nacional;Total;2020T3;8,458,40
Hombres;Total Nacional;Total;2020T2;8,108,50
Hombres;Total Nacional;Uno al mes;2024T2;551,4
Hombres;Total Nacional;Uno al mes;2024T1;536,6
Hombres;Total Nacional;Uno al mes;2023T4;565,3
Hombres;Total Nacional;Uno al mes;2023T3;563,9
Hombres;Total Nacional;Uno al mes;2023T2;551,9
Hombres;Total Nacional;Uno al mes;2023T1;534,4
Hombres;Total Nacional;Uno al mes;2022T4;570,1
Hombres;Total Nacional;Uno al mes;2022T3;545,6
Hombres;Total Nacional;Uno al mes;2022T2;543
Hombres;Total Nacional;Uno al mes;2022T1;498,8
Hombres;Total Nacional;Uno al mes;2021T4;541
Hombres;Total Nacional;Uno al mes;2021T3;551,5
Hombres;Total Nacional;Uno al mes;2021T2;540,1
Hombres;Total Nacional;Uno al mes;2021T1;554
Hombres;Total Nacional;Uno al mes;2020T4;559,2
Hombres;Total Nacional;Uno al mes;2020T3;529,1
Hombres;Total Nacional;Uno al mes;2020T2;487,5
Hombres;Total Nacional;Dos o más al mes;2024T2;2,162,20
Hombres;Total Nacional;Dos o más al mes;2024T1;2,054,20
Hombres;Total Nacional;Dos o más al mes;2023T4;2,124,10
Hombres;Total Nacional;Dos o más al mes;2023T3;2,217
Hombres;Total Nacional;Dos o más al mes;2023T2;2,179,40
Hombres;Total Nacional;Dos o más al mes;2023T1;2,030
Hombres;Total Nacional;Dos o más al mes;2022T4;2,106,20
Hombres;Total Nacional;Dos o más al mes;2022T3;2,147,50
Hombres;Total Nacional;Dos o más al mes;2022T2;2,151,90
Hombres;Total Nacional;Dos o más al mes;2022T1;2,055,50
Hombres;Total Nacional;Dos o más al mes;2021T4;2,057
Hombres;Total Nacional;Dos o más al mes;2021T3;2,081,40
Hombres;Total Nacional;Dos o más al mes;2021T2;1,973,50
Hombres;Total Nacional;Dos o más al mes;2021T1;1,817,60
Hombres;Total Nacional;Dos o más al mes;2020T4;1,949,50
Hombres;Total Nacional;Dos o más al mes;2020T3;1,902,80
Hombres;Total Nacional;Dos o más al mes;2020T2;1,536,40
Hombres;Total Nacional;Ninguno;2024T2;6,603,90
Hombres;Total Nacional;Ninguno;2024T1;6,536,40
Hombres;Total Nacional;Ninguno;2023T4;6,488,70
Hombres;Total Nacional;Ninguno;2023T3;6,485,80
Hombres;Total Nacional;Ninguno;2023T2;6,369,40
Hombres;Total Nacional;Ninguno;2023T1;6,295,60
Hombres;Total Nacional;Ninguno;2022T4;6,213,20
Hombres;Total Nacional;Ninguno;2022T3;6,287,70
Hombres;Total Nacional;Ninguno;2022T2;6,109,10
Hombres;Total Nacional;Ninguno;2022T1;6,087,30
Hombres;Total Nacional;Ninguno;2021T4;5,995,40
Hombres;Total Nacional;Ninguno;2021T3;5,968,60
Hombres;Total Nacional;Ninguno;2021T2;5,874
Hombres;Total Nacional;Ninguno;2021T1;5,792
Hombres;Total Nacional;Ninguno;2020T4;5,656,60
Hombres;Total Nacional;Ninguno;2020T3;5,773,10
Hombres;Total Nacional;Ninguno;2020T2;5,780,40
Hombres;Total Nacional;No sabe;2024T2;193,3
Hombres;Total Nacional;No sabe;2024T1;217,9
Hombres;Total Nacional;No sabe;2023T4;196,1
Hombres;Total Nacional;No sabe;2023T3;226,4
Hombres;Total Nacional;No sabe;2023T2;224,4
Hombres;Total Nacional;No sabe;2023T1;188
Hombres;Total Nacional;No sabe;2022T4;217,2
Hombres;Total Nacional;No sabe;2022T3;246,5
Hombres;Total Nacional;No sabe;2022T2;232,2
Hombres;Total Nacional;No sabe;2022T1;208,1
Hombres;Total Nacional;No sabe;2021T4;214
Hombres;Total Nacional;No sabe;2021T3;213,9
Hombres;Total Nacional;No sabe;2021T2;194,2
Hombres;Total Nacional;No sabe;2021T1;205,5
Hombres;Total Nacional;No sabe;2020T4;254,5
Hombres;Total Nacional;No sabe;2020T3;253,3
Hombres;Total Nacional;No sabe;2020T2;304,3
Hombres;Andalucía;Total;2024T2;1,547,50
Hombres;Andalucía;Total;2024T1;1,504
Hombres;Andalucía;Total;2023T4;1,516,60
Hombres;Andalucía;Total;2023T3;1,510,20
Hombres;Andalucía;Total;2023T2;1,507,80
Hombres;Andalucía;Total;2023T1;1,509,80
Hombres;Andalucía;Total;2022T4;1,487,90
Hombres;Andalucía;Total;2022T3;1,512,10
Hombres;Andalucía;Total;2022T2;1,499,70
Hombres;Andalucía;Total;2022T1;1,464,70
Hombres;Andalucía;Total;2021T4;1,460,70
Hombres;Andalucía;Total;2021T3;1,447,60
Hombres;Andalucía;Total;2021T2;1,429,80
Hombres;Andalucía;Total;2021T1;1,394
Hombres;Andalucía;Total;2020T4;1,402
Hombres;Andalucía;Total;2020T3;1,374,30
Hombres;Andalucía;Total;2020T2;1,310,70
Hombres;Andalucía;Uno al mes;2024T2;93,5
Hombres;Andalucía;Uno al mes;2024T1;90,5
Hombres;Andalucía;Uno al mes;2023T4;109
Hombres;Andalucía;Uno al mes;2023T3;96,1
Hombres;Andalucía;Uno al mes;2023T2;86,8
Hombres;Andalucía;Uno al mes;2023T1;87,1
Hombres;Andalucía;Uno al mes;2022T4;82,3
Hombres;Andalucía;Uno al mes;2022T3;88,6
Hombres;Andalucía;Uno al mes;2022T2;91,5
Hombres;Andalucía;Uno al mes;2022T1;83,8
Hombres;Andalucía;Uno al mes;2021T4;80,3
Hombres;Andalucía;Uno al mes;2021T3;85,3
Hombres;Andalucía;Uno al mes;2021T2;74,9
Hombres;Andalucía;Uno al mes;2021T1;92,3
Hombres;Andalucía;Uno al mes;2020T4;99,1
Hombres;Andalucía;Uno al mes;2020T3;94
Hombres;Andalucía;Uno al mes;2020T2;70,3
Hombres;Andalucía;Dos o más al mes;2024T2;447,4
Hombres;Andalucía;Dos o más al mes;2024T1;427,3
Hombres;Andalucía;Dos o más al mes;2023T4;439,1
Hombres;Andalucía;Dos o más al mes;2023T3;459
Hombres;Andalucía;Dos o más al mes;2023T2;450,1
Hombres;Andalucía;Dos o más al mes;2023T1;447,4
Hombres;Andalucía;Dos o más al mes;2022T4;418,6
Hombres;Andalucía;Dos o más al mes;2022T3;442,8
Hombres;Andalucía;Dos o más al mes;2022T2;439,9
Hombres;Andalucía;Dos o más al mes;2022T1;438,2
Hombres;Andalucía;Dos o más al mes;2021T4;439,9
Hombres;Andalucía;Dos o más al mes;2021T3;428,2
Hombres;Andalucía;Dos o más al mes;2021T2;420,8
Hombres;Andalucía;Dos o más al mes;2021T1;411,2
Hombres;Andalucía;Dos o más al mes;2020T4;431,5
Hombres;Andalucía;Dos o más al mes;2020T3;405,4
Hombres;Andalucía;Dos o más al mes;2020T2;358
Hombres;Andalucía;Ninguno;2024T2;975,2
Hombres;Andalucía;Ninguno;2024T1;955,4
Hombres;Andalucía;Ninguno;2023T4;937,8
Hombres;Andalucía;Ninguno;2023T3;924,9
Hombres;Andalucía;Ninguno;2023T2;938,3
Hombres;Andalucía;Ninguno;2023T1;932,2
Hombres;Andalucía;Ninguno;2022T4;930,6
Hombres;Andalucía;Ninguno;2022T3;931,3
Hombres;Andalucía;Ninguno;2022T2;925,1
Hombres;Andalucía;Ninguno;2022T1;898,7
Hombres;Andalucía;Ninguno;2021T4;898,7
Hombres;Andalucía;Ninguno;2021T3;893,8
Hombres;Andalucía;Ninguno;2021T2;901,6
Hombres;Andalucía;Ninguno;2021T1;855,5
Hombres;Andalucía;Ninguno;2020T4;833,4
Hombres;Andalucía;Ninguno;2020T3;841,7
Hombres;Andalucía;Ninguno;2020T2;819,9
Hombres;Andalucía;No sabe;2024T2;31,4
Hombres;Andalucía;No sabe;2024T1;30,8
Hombres;Andalucía;No sabe;2023T4;30,7
Hombres;Andalucía;No sabe;2023T3;30,2
Hombres;Andalucía;No sabe;2023T2;32,6
Hombres;Andalucía;No sabe;2023T1;43,2
Hombres;Andalucía;No sabe;2022T4;56,3
Hombres;Andalucía;No sabe;2022T3;49,4
Hombres;Andalucía;No sabe;2022T2;43,3
Hombres;Andalucía;No sabe;2022T1;44,1
Hombres;Andalucía;No sabe;2021T4;41,7
Hombres;Andalucía;No sabe;2021T3;40,3
Hombres;Andalucía;No sabe;2021T2;32,5
Hombres;Andalucía;No sabe;2021T1;34,9
Hombres;Andalucía;No sabe;2020T4;38
Hombres;Andalucía;No sabe;2020T3;33,3
Hombres;Andalucía;No sabe;2020T2;62,5
Hombres;Aragón;Total;2024T2;280,7
Hombres;Aragón;Total;2024T1;281,7
Hombres;Aragón;Total;2023T4;273,9
Hombres;Aragón;Total;2023T3;273,9
Hombres;Aragón;Total;2023T2;275,3
Hombres;Aragón;Total;2023T1;274,9
Hombres;Aragón;Total;2022T4;271,4
Hombres;Aragón;Total;2022T3;271,3
Hombres;Aragón;Total;2022T2;269,5
Hombres;Aragón;Total;2022T1;261,1
Hombres;Aragón;Total;2021T4;255,6
Hombres;Aragón;Total;2021T3;255,2
Hombres;Aragón;Total;2021T2;251,9
